"store_name","store_id","review_count","ratings","categories","food_desert"
"Walmart Supercenter","HsHr3nQOqr6nr4iAUZcsmg",6,2,"deptstores,grocery",1
"Charlie's Meat Market & Groc","Dj167uP_G2khe9mky5f7Ug",3,5,"grocery",1
"Guillory's Grocery & Market","snsShRp5Thzx6lSSwD8FWA",3,4.5,"grocery,meats",1
"Teet's Food Store","dTbubouoQJIHDqwkbRFC-A",7,5,"grocery,meats",1
"Dollar General","o59HW_AVHBujCl7EUd1K-A",2,4.5,"discountstore,grocery",0
"Strack & Van Til","Pgu-lu8KWMAk3dY2_hcGvQ",9,2.5,"bakeries,grocery,delis",0
"Strack and Van Til","mzV4JC6jyoVor9QsyCgUjA",13,2.5,"bakeries,grocery,delis",0
"At Nature's Door","t-FZom_aSJlD69E-QZ8Epg",5,4.5,"healthmarkets,vitaminssupplements,grocery",0
"Meijer","GXpqJeh7IIwcLjj4AnPjXQ",28,3,"grocery",0
"Piggly Wiggly-Beaver Dam","DodLCH9j7jLW4wdZodParw",7,2.5,"grocery,beer_and_wine,delis",0
"Mishler's Country Store","LvFi3D7mGLgttvDm5-AtCA",18,4.5,"grocery",0
"Lupita's Market","SbonfRSInSjWiiPLog233A",10,4,"grocery,restaurants",0
"Abarrotes El Primo","uQ3Ixx8WJL8UWPwFYDzncg",40,5,"grocery,tacos",0
"Rechek's Food Pride","Jsg2vvwHXfesHtBu3w4Fdg",9,4.5,"grocery",0
"South Flores Market H-E-B","sDB1aOfYmZ0xHn3nvhmSVA",102,4,"grocery,diyfood,juicebars",0
"Chicho Boys Fruit Market","8oXgjn3ZGV0rlqBZhLm0yA",66,4.5,"grocery,markets",0
"Trader Joe's","0IOYr2yZrce_ptBob9S7gw",210,4.5,"grocery",0
"Korean Market","IpYWs3QkHSP3ffpL4p3wQw",113,4.5,"grocery,korean",0
"Central Market","4ch1sCj9sTcnftde6zPkVA",384,4.5,"grocery,markets,gelato",0
"Big Bear Cafe","n8xV9LQi1MxVqbqP5g3nEA",688,3.5,"cafes,venues,grocery",0
"Trader Joe's","pZpAs0TTm8CpCnmZ5zNycg",374,4,"grocery",0
"Harris Teeter","MV-mM7U4fo3hast2YgdZYQ",166,3.5,"grocery,beer_and_wine,pharmacy",0
"Streets Market & Cafe","NPQ2v36x_5THMaUkn-ixqw",116,4,"grocery,markets",0
"Trader Joe's","aozkkajVIulMGCpYw-a97Q",207,4,"grocery",0
"Bi-Rite Market","sPUkCbbBBuEa5bSQE3BR-A",516,4.5,"grocery,gourmet,delis",0
"Arguello Super Market","HK3nBtBvGX0Wco1g3krMQw",446,3.5,"grocery,delis,sandwiches",0
"Haight Street Market","Yi37TP021npWZsOPeZ2Xqw",480,4.5,"grocery,beer_and_wine,delis",0
"Trader Joe's","YfCDZdvVnqw1n_qP6U9BOQ",577,4,"grocery",0
"Seakor Polish Delicatessen","R7SY08-_gSprgK1jeXfh0A",257,4.5,"grocery,delis,polish",0
"Hidden Valley Food Mart","pL0zerkXSdePuMq7yWXcyw",9,4.5,"grocery",0
"Vallarta Market","Sd1z-T6kAYBGS5CLkpnzVg",65,4.5,"grocery,mexican",0
"Hardester's Market","FssWaHdTB4PlvGM6_G9_Sg",20,4.5,"grocery",0
"Cal Mart","EEoAvMa9lgxYWxyWrogItA",157,4,"grocery,delis,cheese",0
"Rosales Market","uVDcF-YKuKwtT6ia-4fJtA",33,4.5,"grocery,mexican",0
"El Mercado Mini Market","Pj4tUraCxtfooQp1sp7yCg",4,3.5,"grocery",0
"Fry's Food","q3fonlhMGL8vdW1uafpFHg",64,3.5,"grocery",0
"Sprouts Farmers Market","2r0yqvud0zn-d9xvE8hbNA",35,4,"grocery,healthmarkets,organic_stores",0
"Red Mountain Foods","4VFgG_62EkNHm9r5MHoSIQ",15,4.5,"grocery,healthmarkets",0
"Tubac Market","vqO5ghCZlkUltuzeO4n-Ig",25,4.5,"grocery,beer_and_wine",0
"Albertsons","bQMeKIkMY7P6cF2Zhz1zKA",22,3,"grocery",0
"Safeway","jdC3iNPdMhdPPFeRGFbKSg",25,3,"grocery",0
"Market of Choice","SxBUTFMCQYkFYzwgmMhddQ",75,3.5,"grocery,healthmarkets",0
"Shop 'n Kart","g6DdZbXrP2S9s6lPFpSWkw",75,4,"grocery",0
"Ashland Food Co-op","5Koq-OrlTQzFc8vBoB061A",200,4,"grocery,delis,organic_stores",0
"Albertsons","BJLwigDKYNCDMzFPLg24jQ",9,3,"grocery",0
"Walmart Supercenter","gOdexXOSUtKa9_TM5p8ECg",23,2,"deptstores,grocery",0
"Winco","pGy8VAV24-hoAChSbJ3x-A",9,4,"grocery",0
"Fred Meyer","Kh3J1hpvPDbB3QQhcdy5ew",21,4,"deptstores,grocery",0
"Ken's Food Market","loLw_hnZEtj3Gq8oZ3CBkQ",5,3,"grocery,beer_and_wine,markets",0
"Beacon Pantry","60VbGUT5x5WoFiVlPlN9Ng",97,4,"cheese,grocery",0
"ShopRite of Ellenville","okWvaDRuEe8oBZDWs9yLqw",15,3,"grocery,bakeries,delis",0
"Walmart","0CusQhu-Y1s5dfuD0QvX6g",10,3.5,"grocery,deptstores",0
"Mason's Marketplace","sjhJf76KRcI9BWa9KB4cew",79,4,"grocery,beer_and_wine,sandwiches",0
"Adams Fairacre Farms","5GMp8zUjStBbH7BaZ5TKHw",116,4.5,"meats,florists,grocery",0
"Tom Thumb Food Markets","LP91Ni3Be5Selw5_D6rUAQ",1,5,"grocery",0
"Walmart Supercenter","trFw0oNkXYvK9BCKlH7iuA",42,1.5,"grocery,deptstores",0
"ALDI","yNwe3zFyu7azK84eATkvPA",3,4.5,"grocery,markets,organic_stores",0
"Hy-Vee","4rrQnDBz4WRjfW5kHNgkVA",20,3,"grocery,drugstores",0
"ALDI","UtPrueJcEDux3ghEoLWdkg",8,4.5,"grocery,markets,organic_stores",0
"Woodman's Market","nGVPty3MyQitOUyPw0zJcg",95,3.5,"grocery,beer_and_wine",0
"Meijer","OUVD_MJ1kYECjsWGKm5BSg",51,3,"grocery",0
"La Mexicana Grocery Store","jOl6nTAEaMgp8gYgtbNlEw",17,4.5,"grocery,mexican",0
"Larry's Market","q1AGNkO4oVAEGM26kQ0kbg",67,4.5,"catering,grocery,delis",0
"Slow Pokes","DTNIq11nxZ-7EWBS9NHYZQ",11,5,"grocery",0
"Post Oak Bend Grocery","ZzW9qu7Yyg4eX7ZELRG5Fg",2,4.5,"grocery",0
"Walmart Supercenter","lR6JqSvS5-DljC8DDE-2fA",14,2.5,"grocery,deptstores",0
"La Tienda Escondida","RyPlgB3UbPw0xNuqgtAQPQ",15,4.5,"mexican,grocery",0
"Colunga Meat Market","K6PjJE0pRRVj4OVotoXewg",13,4.5,"meats,grocery,mexican",0
"Heritage Market & Bakery","0kT6v3DEHfnFcecuUHG5XQ",25,4.5,"delis,bakeries,grocery",0
"Guercio & Sons","KS2ZM8Uo_OfWhzmrFyG6Ug",69,4.5,"grocery,markets,delis",0
"Depew Deli & Grocery","UgwBR3ygehf67nwzmjpeeg",62,5,"delis,grocery,sandwiches",0
"Wegmans","-n2Y4g_wq5rLnLU0ixPUbg",205,4,"grocery,bakeries,seafoodmarkets",0
"Lexington Co-op Markets","tNUzh4nt--2S8b_nnLLcNA",128,4.5,"healthmarkets,grocery,bakeries",0
"Wegmans","2wiFj0bPeH6xgQlEkGaUBg",60,4,"grocery",0
"Trader Joe's","XhvjpoNESNBNbUKRJGsJhw",201,4.5,"grocery",0
"Trader Joe's","nKDVVA1A6MKCuqWPNvUt8w",319,3.5,"grocery,beer_and_wine,florists",0
"Whole Foods Market","M4jKbyhhfCnX9_gTIIatHw",604,3.5,"grocery",0
"Trader Joe's","MtLrlLabHzkZxeoG6KoVkA",214,4,"grocery",0
"Erewhon Market","4tUWzQAv6UBWzkfsOhHPRQ",838,3.5,"grocery,juicebars,organic_stores",0
"pats food","BUgCocb1y-xndgmGlQOzvw",1,5,"homeandgarden,beer_and_wine,grocery",0
"Monette's Iga","reaVGGiBsMPZ0XixJCH3Ig",1,4,"grocery",0
"Walmart Supercenter","9vDc392Og1QyHybF9Y8XRw",7,1.5,"deptstores,grocery",0
"Super One Foods","sTziG2kvIj_KDa6ZUm3bdA",3,2.5,"grocery",0
"Econofoods","XqneqVA5xGZgwtDcLPd4OQ",4,3,"grocery,floraldesigners",0
"Kroger Marketplace","bfygppf5bB4vcjo-NLYnvQ",41,3,"grocery",0
"Kroger","YrV4gGr6koOFXEJSqX1HMg",9,3.5,"grocery,familydr",0
"Publix Super Markets","m_ftE5bUbxoi1VJQiL_Fyg",11,4.5,"grocery",0
"Publix Super Markets","N27s4XltYj6b7W55Sz4atA",27,3.5,"grocery",0
"Habegger's Amish Market","iJvSEyvceD_lhq3gmJWq0A",18,4.5,"grocery",0
"Rabbit Food Grocery","WAmCbmvwXbVpgdDHYcTZAg",74,5,"grocery,vegan",0
"Epicerie Cafe & Grocery","exNtQAqA-v0J6fQx-Dz53A",400,3.5,"grocery,cafes",0
"Whole Foods Market","5y2zZGIE2a4tuEJ5FhSVrQ",1263,4,"grocery,healthmarkets,organic_stores",0
"Wheatsville Food Coop","xXEqYcnlf_L3efWpQByUog",380,4.5,"delis,grocery,organic_stores",0
"Central Market - North Lamar","xdIY9G8f_PeXxaMcMTAYUw",690,4,"bakeries,grocery,cookingclasses",0
"Harding's Market","gJ5vicMWVGG1R9l7Xd_TjA",1,2,"grocery",0
"Walmart Supercenter","hgyASuzW6voVjRVOIEW5iA",17,2,"deptstores,grocery",0
"Red Bud Liquor","Hi1umFOFWjQn1fssK3MU0g",1,5,"grocery,beer_and_wine",0
"Martin's Super Market","FMbNBsOmyOwi3G3tFnnIMQ",11,3,"grocery,delis",0
"Lowery Meat & Grocery","j4FEKTnWO9ER43nCpMglYQ",43,4,"grocery,meats,soulfood",0
"Giant Eagle","A5yVFUy0FxwJwVup93tXZA",13,3,"grocery",0
"ALDI","1trdZzfHgM6xCXcpkV87dQ",5,4.5,"grocery,markets,organic_stores",0
"ALDI","FyUkpk1Qf9ueFy6QtAicKw",14,4,"grocery,markets,organic_stores",0
"Market District Express","gh5MqW8s3aEyRVn-Es1geg",28,3.5,"grocery,drugstores,breakfast_brunch",0
"Fresh Thyme Market","P-HsvYoqSalFAvEHXkIGPg",40,4,"grocery,farmersmarket,vitaminssupplements",0
"Nile Ethiopian Restaurant & Grocery","ByyMZI6YHeBuYlAeQ7DaEw",38,5,"ethiopian,grocery",0
"The Common Market Oakwold","yt0PCCJN9hUsZhB210rsOg",115,4.5,"bars,grocery,sandwiches",0
"Trader Joe's","l15YOYvy1cmOkNCDNEva4g",130,4.5,"grocery",0
"Trader Joe's","fnxKfHf-ANBph4EqVARvQQ",210,4.5,"grocery",0
"PePeRo","9TCzxlrOZSIFcBlvHIUgFA",313,4,"korean,grocery",0
"Walmart Supercenter","78x8xcVUG2cJFps_Vk-6VQ",13,2.5,"deptstores,grocery",0
"Albertsons","WVnkqJUpg4vk4mzrUee3CA",4,4,"grocery",0
"Albertsons","MfTSvLJP5THAjzxyxE9AOQ",11,3,"grocery",0
"Broulim's Fresh Foods","vmEkGQaPRsPM5IAH_Junnw",13,3.5,"drugstores,grocery",0
"Natural Grocers","rX1ZEyAaxGJIB9yB40q2uQ",11,4,"grocery,vitaminssupplements,organic_stores",0
"Salad Makers","q6t_YwvWydo4nLzKjmS8AA",1,1,"grocery",0
"Tony's Super Valu","EBHSn3f_mQZIjtMVbRa6_Q",1,1,"grocery",0
"Walmart Supercenter","z1ubKIGx6lfVsaWscMBNAQ",6,3.5,"deptstores,grocery,electronics",0
"Cormorant Store","9yuAnO-HqlQNhlabKmf6gw",1,5,"grocery",0
"Cash Wise","VnePoDc9LwbqLCWwlZdqIw",2,3,"grocery,deptstores",0
"Supermercado Guanajuato Rockford","7Dh6_WAh73vmpWGM44hohw",13,5,"grocery",0
"Fiesta Market of Belvidere","QTYmZoslAj1WzNubmLktwg",8,4.5,"grocery",0
"Woodman's Market","NE0GHAG-_zjp3v7QW9Dzkw",54,3.5,"grocery,beer_and_wine",0
"Cattle & Cream","c3e8TQ-xfohqdUAmv6HK2Q",10,5,"butcher,grocery,icecream",0
"DiTullio's Italian Market & Cafe","zeVnpkz0MIG_h83s0EULpg",58,4.5,"grocery,catering,delis",0
"Caspian Bistro & Marketplace","Dschy8f63kOExb4tXppCew",160,4,"grocery,persian,mediterranean",0
"Trader Joe's","yRpsIldBZBDQEsrlJDc6Tg",95,4,"grocery",0
"El Burrito Mercado","gpy5XrMcYX-KNETYF9ctTg",252,4,"grocery,mexican,bars",0
"Mississippi Market Food Co-op","agXOPXFrnjNasnWyAmEg6A",66,4,"grocery,healthmarkets,meats",0
"Holy Land","iFAws6DLmgypEGvsIh3liw",323,4,"bakeries,grocery",0
"Food Lion","GaFDC-6p8MazdR2Gmln8eQ",2,3,"grocery",0
"Food Lion","Rx9u5ahBGy0YuRb0XDOanw",4,2.5,"grocery",0
"Food Lion","tVEomTtLoEc28vLxJSe8Zw",2,3,"grocery",0
"Walmart Supercenter","macJCkxe9vjsKMaerrDTLw",20,2,"grocery,deptstores",0
"Soho Organic Market","Rlx9ORlhmW52kKVKqMEZPg",6,4.5,"grocery",0
"Taqueria and Deli","Fmt-2BlrR51vloVUFp6fjA",5,4.5,"delis,mexican,grocery",0
"Windy Knoll Farm Market And Creamery","p1EOuUuRWXJLfAHWtvqLcg",32,4,"grocery,icecream,sandwiches",0
"Saylors Market","6dMRtM2qHmDzbfWAslXgeg",10,4,"grocery,bakeries",0
"Kings Gap General Store","Srm8EaP0LeZwApyw4RidjA",10,3.5,"grocery",0
"Green Mountain General Store","LyzH22winuh4tduWW9txGw",6,4.5,"delis,grocery,chicken_wings",0
"Jewel-Osco","MUdxHTiXCgPCW5AGRm790w",22,2.5,"grocery",0
"Piggly Wiggly","uZ5EDqZ5py3xCvkMDFtsUw",13,3,"grocery,meats",0
"Old Mill Creek Country Store","0Tu-0_v8F1WYO0sWMnmNIA",12,3.5,"organic_stores,grocery",0
"Festival Foods","WERz7x5nQCPnDCF81QfEgg",13,3.5,"grocery",0
"Woodman's Market","xjzwjWvCi7bLP27URaLedw",189,4,"grocery,beer_and_wine",0
"The Fresh Market","FC856J6skUHAytB2UjrIyA",66,4,"gourmet,grocery",0
"D'Lites Emporium","XxrvBxAJ2Ldbvq2oVDsrvg",73,4.5,"grocery,icecream,desserts",0
"Pearl Country Store & Barbecue","3OH69hFY77J_-KKkIKAdvA",195,4.5,"bbq,grocery",0
"Ward's Supermarket","d7p2MRUhNOEIU6Gr2IBwaw",144,4.5,"grocery,meats,beer_and_wine",0
"Trader Joe's","S19sgwsvLnJSExeyHi5Dfg",97,4.5,"grocery",0
"Brewer's Market","grP9YqpFvz1mrc_ChLT4yA",3,5,"grocery",0
"Giant Food Store","WuDNndpWgrkIdal34njtpA",4,5,"grocery,drugstores",0
"La Bendición","MeSbzc8-1lqka8rQY75gag",3,5,"grocery",0
"Myers'meat Market","eq66xkrhoRcJsyI3RX8c-A",4,5,"grocery",0
"Kennie's Markets","fV8-28sH5JklcxM9WejWPg",9,3.5,"grocery,pharmacy",0
"River Valley Market","UwZE-wYxFYnbRcsrWcIVxg",388,4.5,"grocery",0
"Whole Foods Market","kKWM-rH3Q37lKBkWoz4sLA",295,3.5,"grocery,healthmarkets,organic_stores",0
"Trader Joe's","qRwOAQ7XCVWJUoLGOx8b4w",255,4,"grocery",0
"Trader Joe's","HQBUXV3hPVtGiptjCSeLmA",421,4,"grocery",0
"Southport Grocery & Cafe","LtdmG2krPWyN3ruqqPMt_g",952,4,"grocery,breakfast_brunch",0
"Whole Foods Market","Ghs7dhh1VJopUunJWPsf5w",175,3,"grocery,healthmarkets,organic_stores",0
"Meal In A Pie","mIZl0IS2zDebPW_7__8zog",122,4.5,"grocery,bakeries,southafrican",0
"Sea Salt Fish Market","xoH69b78RBzzebBjZ4Eojg",104,5,"seafoodmarkets,grocery",0
"SASAYA Japanese Market","2hnO5pnoEu_WdV3WfMVhJA",191,4.5,"grocery,sushi",0
"Trader Joe's","5OJjVc2vk-lJfI_wVoPPNA",139,4.5,"grocery",0
"Yoder’s Country Market","QON6glbdp_dfOKqAPCOKdg",16,4.5,"grocery",0
"Earth Fare","8c6lN-2mDPxiLrdYQ-VMtQ",39,3.5,"grocery,delis,healthmarkets",0
"Sawall Health Foods","EbiLcYYfT3YNGY9a3yiY2w",42,4,"healthmarkets,grocery,delis",0
"Horrocks","5s_ZkcUkuKixarSsfYAS7g",97,4.5,"grocery,gardening,delis",0
"Trader Joe's","qFE-4SeMtu0xutF6GNuh1A",50,4.5,"grocery",0
"Festival Foods","olLKmUignf_ugs_9WS9rhA",28,3.5,"grocery",0
"Woodman's Market","-cq2kqRk4En9SSrDV7l3uA",32,4,"grocery,beer_and_wine",0
"Fresh Thyme Market","XLmLKb4Vd_QTpdfBhvJcBw",29,4,"vitaminssupplements,grocery,farmersmarket",0
"Festival Foods","0zQAtKLlrL1DeZ8v_CxawA",13,4.5,"grocery",0
"Asian Taste Supermarket","QBOv_Pw8_pDecT77JG-jnQ",18,4.5,"grocery",0
"Meijer","TU1OapLhUw4IFqHYCNIuSw",11,4,"grocery",0
"Country Style Marketplace - Fort Gratiot","p0I4K15ZrSZ-lStHiczxSg",13,4,"meats,grocery,beer_and_wine",0
"Vinckier Foods","SdBe_4yI8TobhR7zeruE3A",7,4.5,"grocery,delis,meats",0
"Weeks' Meat Market","kaZaEvF3z8WVuh05bq5L0A",8,5,"grocery,delis,butcher",0
"Verellen Orchards","kXs7bLs7vqV4TLFNZJJHhw",17,5,"grocery,markets",0
"Dollar General","4--CR2Qnxce9aBPrkaWMeA",1,4,"discountstore,grocery",0
"Red Bud Iga","k3WT1FH5WJylM5hkW8pVAA",3,4,"grocery,delis",0
"Kroger","TUwexsShPlf1VA2Yy2YAPA",3,4.5,"grocery",0
"Dave's I G A","e1R_z6IR0-xivZywe2dvaw",1,4,"grocery",0
"Dollar General","ecWenO_fSAlDokoaJBh6Ig",1,4,"discountstore,grocery",0
"The Farmstand Market And Cafe","aAojEyL-UThvGFLD2JZENA",155,4.5,"cafes,diners,grocery",0
"Trader Joe's","R_YsWHIBuvJbu6hOgYVRJw",172,4.5,"grocery",0
"Country Fresh Farm Market And Wine Depot","SjPItFyYrB5TxmyrEGRR7g",53,4.5,"grocery",0
"La Mexicana Restaurant & Grocery","vocUrIkNORM75HM5Se01Vg",452,4.5,"grocery,mexican",0
"Jungle Jim's International Market","uWu3R27tLUD4PnOHOkAYnQ",412,4.5,"grocery,gourmet,beer_and_wine",0
"Lotte Plaza Market","K2XwYhodpeGWW6T57bZ88Q",239,4.5,"food_court,intlgrocery,grocery",0
"Deguzman Oriental Food Mart","qINnO1lFw2Bc_d0wMeGV_w",23,4.5,"grocery",0
"Trader Joe's","rYTL0dsAOn7-nIyLn_6I3g",343,4,"grocery",0
"Geneva General Store","mQ2nucaUzG5fhuMl7tceAA",25,4.5,"grocery,pizza,sandwiches",0
"Neighbors Ice Cream Parlor","F9aCOv66xsezYFFBlc1tPA",102,4.5,"icecream,coffee,grocery",0
"Martin’s Super Market","rXIl0Un89K9T0ZKawSi8kw",28,3.5,"grocery",0
"Costco Wholesale","J_WgLEkedHCijvJ0wzRtMg",12,4.5,"carpeting,grocery,tires",0
"Martin's Super Market","XgKT_bYSMV6L129YDGMJuA",26,4,"grocery,servicestations",0
"Oriental Market","eTer9dhf4JfLH5a3iEKqoA",16,4.5,"grocery,gourmet",0
"Whole Foods Market - Mishawaka","WPtnByEgU1p_8Z1PJV33PQ",28,4,"grocery,organic_stores,bakeries",0
"Trader Joe's","3pblLo8IeKERfJTXrRt9WQ",450,4.5,"grocery,florists",0
"Whole Foods Market","mJBr_BoFZxg2uHqR9Z8meA",248,3.5,"grocery",0
"H-E-B","ViYY9Vdvn9pDLtQ2g4O0GA",177,3.5,"grocery",0
"Central Market","IQA-NYMJuaDf1SnuULuBEQ",752,4.5,"grocery",0
"Trader Joe's","0lg1BER8WH9JAX89av119Q",175,4.5,"grocery",0
"Econo Foods","djSc0lxXSmC4NUeKSYWxaQ",11,4,"bakeries,grocery,delis",0
"Grandma Tommy's","QpKLLYM5s8GLm6jZFiI-XQ",21,4,"grocery",0
"Main Street Market","Tbw4u1egpZRUTLbQ5lYcHQ",32,4.5,"grocery,bakeries,meats",0
"Greens N Grains Natural Food Market & Café","5O4Q29gJPD8S6cCKgdF3wg",33,4.5,"healthmarkets,grocery,cafes",0
"Marchant's Foods, Inc","QeW5FrnYUxIx3VyRaC4HEg",9,5,"grocery",0
"BJ's Wholesale Club","B5PypLXyooXQD67i3sFnDA",24,4,"grocery,wholesale_stores",0
"Publix","ka06rQE8Z-8etFZ0Oa4qyg",42,4,"grocery,bakeries",0
"Publix Super Market - Tampa","xBhKHmQc3s_SRkFrJbL4_Q",43,4,"grocery",0
"Land and Sea Market Tampa Palms","0qy03ppOu4-c1b423atUmQ",44,4,"meats,grocery,seafoodmarkets",0
"Sanwa Farmers Market","h-LoRnHxlAx4tS2UJrmKLw",160,4.5,"farmersmarket,grocery,markets",0
"Samir's Imported Foods","vEhbSwhJ9qF2Iu0SGrcGQg",15,4,"grocery",0
"Syracuse Cooperative Market","dkdGCigxKl2UGWl393t6og",7,5,"grocery",0
"Wegmans","pTRi1xwWc8tqxetVzJhLxA",50,4,"grocery,bakeries,delis",0
"Lucky 7 Grocery & Deli","qR5TQW00xkw8x8fejkjRVQ",24,4.5,"grocery,convenience,delis",0
"Thanos Import Market","_Ma0DVy0cf0KO8jIoNYugA",32,5,"grocery,delis",0
"Kroger","s7a-IzVCTXGsFt7ldiqDYA",35,4,"drugstores,grocery",0
"Butcher's Block","HZ3wC-cU_NVsf8WzIotC2A",6,5,"grocery",0
"The Grey Market","14ZWAM317BZUx6433V6imw",92,4.5,"grocery,beer_and_wine",0
"Frali Gourmet","-jr3tuqi10nBDEjNTk-WwA",126,5,"grocery,pastashops,importedfood",0
"Publix","ThZqOTQr4gxbKeA6fpop7Q",53,4.5,"grocery",0
"Las Penas Mexican Grocery & Restaurant","bsF4-Ap0BdOQ0AJYX6GLWg",47,4.5,"grocery,mexican",0
"Ashley's Pastry Shop","RDkPBS8jBCqLMssakUIXAA",44,5,"bakeries,grocery",0
"Dorothy Lane Market","KHdMcq1rd5KWWviaeS_HHg",73,4.5,"grocery",0
"Dorothy Lane Market","Ci3FeiMEx4mpSIE_i5-eIw",175,4.5,"grocery,bakeries,delis",0
"Yaffa Grill & Market","trDf1C81QA_5iCe0CpfYzg",98,4.5,"mediterranean,grocery",0
"Kroger Store","YK-614n-If0uhqrffMdzAw",7,3,"grocery",0
"V-Mart","Y3CgCCYsUCngRknw43rlKw",2,4,"grocery",0
"Piggly Wiggly","tQvxwWgQ0gHo5cVf_ooUBw",7,3,"grocery,delis,meats",0
"Walmart Supercenter","nXO_vC_nDEPNGKaYJYvwgg",25,2,"grocery,deptstores",0
"International Food Store","2Uip66WuF2QK1_ZYsUNi1A",2,5,"grocery",0
"Lomeli's International Supermarket","N4pJcnazB1H4vA8Q7DikTQ",13,4,"grocery",0
"ALDI","_WRVQy9XFaoVBYVCA49eMA",12,4,"grocery,markets,organic_stores",0
"Villa Pantry","La4CfYxKjwfgxYEw-C61CQ",3,4.5,"grocery,beer_and_wine,convenience",0
"Meijer","BQoNkYoiyNY1rPh5e2YSJg",59,3,"grocery",0
"ALDI","uw84qYwqxWHKiANxaaJqiQ",15,4.5,"grocery,markets,organic_stores",0
"Fletchers Cafe","2is7Axdm_B1-L-MuGto64g",2,5,"tradamerican,bakeries,grocery",0
"Highway 2 Discount Groceries","I2JxWgfJWxqoATufScAJ6Q",2,5,"grocery,discountstore",0
"Dutchman's Store","zAAv-tAO0Jb4XshHOOWVTQ",17,4.5,"grocery,fabricstores,giftshops",0
"Countryside Market","UGdlas2zL5RXI4Lx2jXJzw",3,4,"meats,grocery",0
"Walmart Supercenter","Xi-dyxiR8h22g1TqwXY_qw",2,3,"deptstores,grocery",0
"HarvesTime Foods","ycxeCZvIUawlUhpir29jig",406,4.5,"grocery,markets,meats",0
"Trader Joe's","HQBUXV3hPVtGiptjCSeLmA",421,4,"grocery",0
"Gene's Sausage Shop & Delicatessen","-8sRHGkXI2GyXxBQUR6ySw",508,4,"meats,grocery,wine_bars",0
"Southport Grocery & Cafe","LtdmG2krPWyN3ruqqPMt_g",952,4,"grocery,breakfast_brunch",0
"River Valley Market","UwZE-wYxFYnbRcsrWcIVxg",388,4.5,"grocery",0
"Chamberlin's Natural Foods","h591UNRYJuGeN0Pdnssuww",15,4.5,"healthmarkets,grocery,vitaminssupplements",0
"Publix Super Markets","Lzm7cnSJd2CUkPAYmn_iZg",9,5,"grocery",0
"La Regiomontana Market","qXP73nKcb8ZAIVyYW6X7cA",7,5,"grocery,mexican",0
"El Mirasol Bakery","CCUspPrr2NQAmLvQUWzVIQ",23,4,"bakeries,grocery,delis",0
"Publix GreenWise Market","zG5p2b4tUutazlFDOVbsKA",21,4.5,"grocery,healthmarkets",0
"Cub - Shakopee","QInHGZkqlqZArZeafNNPQQ",19,2.5,"grocery",0
"Cub - Chaska","qlwk4PjxDua6elvVZjFK6A",14,3,"grocery",0
"Hy-Vee","75CANQdSMa7UOd5ZxZvydg",21,3,"grocery",0
"Thai Tempo","lGpZ31pg_F3KR1EQ9oZUFw",60,3.5,"delis,grocery,thai",0
"Mazopiya","z8tZ_kYPI7cxXFKgDV9olQ",16,4.5,"grocery,healthmarkets,delis",0
"Kim's Grocery & Carryout","seThYv-K4PNQq9WAf8uVYw",27,4,"korean,grocery",0
"Meijer","wqZoc0cRtlb_5RMM8dYesw",8,4.5,"grocery",0
"Gibson's Food Mart & Bakery","r8W5Go-Chq9Zq6cm2eD68A",84,3.5,"bakeries,grocery,candy",0
"Olivesburg General Store","cYQ2FYevjbeTv6FsUeA0ug",6,4.5,"grocery,icecream,delis",0
"Planktown Country Market","UEJMkRjNFb3QcRdMbBtOnA",11,4,"grocery",0
"Nice N Easy Grocery Shoppes","k78JkAEfgv9M9dM_RQH4XA",1,3,"grocery",0
"Nice N Easy Grocery Store","fJOFxnsFKBPjICcR-zPhaA",1,4,"grocery",0
"Nice N Easy Grocery Shoppes","htzdcNIFQEa-UveqFkkfTA",3,4.5,"grocery,delis",0
"ALDI","ZcjBxiVpK_QZZOmKG6UcAw",5,4,"grocery,markets,organic_stores",0
"Sauders","z-MYt69fJl6knp3wlZQgEQ",67,4.5,"grocery",0
"Meijer","MMGFcnKGqhhaMC-Dd706LQ",7,3.5,"grocery",0
"H&S Meat Market","LH_vYNFwjuagkHvg1owrVg",2,5,"grocery,meats",0
"The Pickle Barrel","nugHVVDwXWlEQKIBnR0ScQ",3,5,"grocery",0
"Walmart Supercenter","3nEhYN68MIScCTL139sm4g",13,3.5,"deptstores,grocery",0
"ALDI","aZDcZqF6p4FGnE-6VqQLzg",7,4,"grocery,markets,organic_stores",0
"Huntington Beach Farmers' Market","9NdnLPsFEXbi9T21gxP-Xg",240,4,"farmersmarket,grocery,healthmarkets",0
"German Deli","C-jDmFbkAyIMiyiai9PQUA",128,4.5,"bakeries,delis,grocery",0
"Costco Wholesale","ePCl4WWzcKxumXHHrj87-g",551,3.5,"grocery,servicestations,wholesale_stores",0
"Vege Wholesale","hNJCWRfPwThiKBlzqRQ1UA",87,5,"grocery,wholesale_stores",0
"Whole Foods Market","-4hGiQVQxtSPgnvnibPsNA",669,3.5,"grocery",0
"Publix","FIZR0LsY1XGuKN6u8nao7w",52,4,"grocery,drugstores,healthmarkets",0
"Flavors of India","hoEwm6j_9x2Hv0fD9ZSyHA",29,4.5,"grocery,indpak,importedfood",0
